condition,seed,score,lines,pieces,truncated
vertical_hole_depth_col_3,85,80.0,2,43,False
vertical_hole_depth_col_3,86,720.0,17,78,False
vertical_hole_depth_col_3,87,600.0,14,74,False
vertical_hole_depth_col_3,88,320.0,7,56,False
vertical_hole_depth_col_3,89,600.0,14,74,False
vertical_hole_depth_col_3,90,0.0,0,36,False
vertical_hole_depth_col_3,91,500.0,12,69,False
vertical_hole_depth_col_3,92,180.0,4,48,False
vertical_hole_depth_col_3,93,560.0,14,75,False
vertical_hole_depth_col_3,94,860.0,20,90,False
vertical_hole_depth_col_3,95,360.0,8,58,False
vertical_hole_depth_col_3,96,2800.0,57,183,False
vertical_hole_depth_col_3,97,80.0,2,41,False
vertical_hole_depth_col_3,98,320.0,8,60,False
vertical_hole_depth_col_3,99,140.0,3,43,False
vertical_hole_depth_col_4,0,720.0,13,72,False
vertical_hole_depth_col_4,1,200.0,5,53,False
vertical_hole_depth_col_4,2,400.0,5,51,False
vertical_hole_depth_col_4,3,40.0,1,41,False
vertical_hole_depth_col_4,4,120.0,3,46,False
vertical_hole_depth_col_4,5,320.0,8,57,False
vertical_hole_depth_col_4,6,40.0,1,39,False
vertical_hole_depth_col_4,7,440.0,10,64,False
vertical_hole_depth_col_4,8,900.0,17,82,False
vertical_hole_depth_col_4,9,80.0,2,45,False
vertical_hole_depth_col_4,10,180.0,4,50,False
vertical_hole_depth_col_4,11,1440.0,10,65,False
vertical_hole_depth_col_4,12,1520.0,31,117,False
vertical_hole_depth_col_4,13,1180.0,28,111,False
vertical_hole_depth_col_4,14,980.0,19,85,False
vertical_hole_depth_col_4,15,340.0,8,60,False
vertical_hole_depth_col_4,16,560.0,12,69,False
vertical_hole_depth_col_4,17,40.0,1,40,False
vertical_hole_depth_col_4,18,0.0,0,36,False
vertical_hole_depth_col_4,19,340.0,8,59,False
vertical_hole_depth_col_4,20,560.0,13,72,False
vertical_hole_depth_col_4,21,2380.0,30,110,False
vertical_hole_depth_col_4,22,0.0,0,35,False
vertical_hole_depth_col_4,23,200.0,5,53,False
vertical_hole_depth_col_4,24,80.0,2,45,False
vertical_hole_depth_col_4,25,300.0,7,58,False
vertical_hole_depth_col_4,26,80.0,2,45,False
vertical_hole_depth_col_4,27,0.0,0,36,False
vertical_hole_depth_col_4,28,1460.0,26,105,False
vertical_hole_depth_col_4,29,1900.0,19,85,False
vertical_hole_depth_col_4,30,480.0,12,71,False
vertical_hole_depth_col_4,31,280.0,7,55,False
vertical_hole_depth_col_4,32,1680.0,35,125,False
vertical_hole_depth_col_4,33,140.0,3,45,False
vertical_hole_depth_col_4,34,600.0,13,71,False
vertical_hole_depth_col_4,35,180.0,4,47,False
vertical_hole_depth_col_4,36,320.0,8,59,False
vertical_hole_depth_col_4,37,340.0,8,60,False
vertical_hole_depth_col_4,38,540.0,12,71,False
vertical_hole_depth_col_4,39,160.0,4,48,False
vertical_hole_depth_col_4,40,2440.0,30,112,False
vertical_hole_depth_col_4,41,700.0,13,70,False
vertical_hole_depth_col_4,42,120.0,3,48,False
vertical_hole_depth_col_4,43,820.0,20,89,False
vertical_hole_depth_col_4,44,520.0,12,70,False
vertical_hole_depth_col_4,45,500.0,11,65,False
vertical_hole_depth_col_4,46,40.0,1,39,False
vertical_hole_depth_col_4,47,40.0,1,40,False
vertical_hole_depth_col_4,48,0.0,0,35,False
vertical_hole_depth_col_4,49,0.0,0,36,False
vertical_hole_depth_col_4,50,0.0,0,35,False
vertical_hole_depth_col_4,51,40.0,1,40,False
vertical_hole_depth_col_4,52,680.0,16,78,False
vertical_hole_depth_col_4,53,720.0,12,64,False
vertical_hole_depth_col_4,54,80.0,2,44,False
vertical_hole_depth_col_4,55,860.0,19,88,False
vertical_hole_depth_col_4,56,340.0,8,60,False
vertical_hole_depth_col_4,57,120.0,3,40,False
vertical_hole_depth_col_4,58,520.0,13,71,False
vertical_hole_depth_col_4,59,0.0,0,42,False
vertical_hole_depth_col_4,60,740.0,13,71,False
vertical_hole_depth_col_4,61,180.0,4,51,False
vertical_hole_depth_col_4,62,80.0,2,44,False
vertical_hole_depth_col_4,63,1680.0,32,119,False
vertical_hole_depth_col_4,64,640.0,14,74,False
vertical_hole_depth_col_4,65,720.0,17,83,False
vertical_hole_depth_col_4,66,4900.0,77,233,False
vertical_hole_depth_col_4,67,1920.0,33,122,False
vertical_hole_depth_col_4,68,80.0,2,44,False
vertical_hole_depth_col_4,69,40.0,1,37,False
vertical_hole_depth_col_4,70,260.0,6,54,False
vertical_hole_depth_col_4,71,80.0,2,42,False
vertical_hole_depth_col_4,72,340.0,8,59,False
vertical_hole_depth_col_4,73,380.0,9,59,False
vertical_hole_depth_col_4,74,40.0,1,40,False
vertical_hole_depth_col_4,75,840.0,19,87,False
vertical_hole_depth_col_4,76,960.0,19,87,False
vertical_hole_depth_col_4,77,340.0,8,60,False
vertical_hole_depth_col_4,78,80.0,2,45,False
vertical_hole_depth_col_4,79,1820.0,30,115,False
vertical_hole_depth_col_4,80,440.0,6,52,False
vertical_hole_depth_col_4,81,260.0,6,54,False
vertical_hole_depth_col_4,82,240.0,6,52,False
vertical_hole_depth_col_4,83,460.0,11,69,False
vertical_hole_depth_col_4,84,1100.0,22,94,False
vertical_hole_depth_col_4,85,320.0,8,60,False
vertical_hole_depth_col_4,86,620.0,15,77,False
vertical_hole_depth_col_4,87,300.0,7,55,False
vertical_hole_depth_col_4,88,220.0,5,53,False
vertical_hole_depth_col_4,89,2760.0,36,129,False
vertical_hole_depth_col_4,90,40.0,1,39,False
vertical_hole_depth_col_4,91,920.0,17,82,False
vertical_hole_depth_col_4,92,120.0,3,45,False
vertical_hole_depth_col_4,93,580.0,14,75,False
vertical_hole_depth_col_4,94,560.0,13,72,False
vertical_hole_depth_col_4,95,40.0,1,38,False
vertical_hole_depth_col_4,96,520.0,12,70,False
vertical_hole_depth_col_4,97,640.0,11,67,False
vertical_hole_depth_col_4,98,780.0,14,72,False
vertical_hole_depth_col_4,99,120.0,3,46,False
vertical_hole_depth_col_5,0,80.0,2,43,False
vertical_hole_depth_col_5,1,600.0,14,75,False
vertical_hole_depth_col_5,2,380.0,9,63,False
vertical_hole_depth_col_5,3,780.0,17,84,False
vertical_hole_depth_col_5,4,160.0,4,48,False
vertical_hole_depth_col_5,5,120.0,3,42,False
vertical_hole_depth_col_5,6,80.0,2,44,False
vertical_hole_depth_col_5,7,260.0,6,55,False
vertical_hole_depth_col_5,8,80.0,2,46,False
vertical_hole_depth_col_5,9,0.0,0,33,False
vertical_hole_depth_col_5,10,580.0,13,71,False
vertical_hole_depth_col_5,11,680.0,12,67,False
vertical_hole_depth_col_5,12,0.0,0,34,False
vertical_hole_depth_col_5,13,420.0,10,64,False
vertical_hole_depth_col_5,14,1460.0,30,114,False
vertical_hole_depth_col_5,15,40.0,1,41,False
vertical_hole_depth_col_5,16,140.0,3,41,False
vertical_hole_depth_col_5,17,780.0,18,81,False
vertical_hole_depth_col_5,18,2100.0,21,95,False
vertical_hole_depth_col_5,19,0.0,0,39,False
vertical_hole_depth_col_5,20,540.0,13,72,False
vertical_hole_depth_col_5,21,80.0,2,43,False
vertical_hole_depth_col_5,22,500.0,8,58,False
vertical_hole_depth_col_5,23,340.0,8,56,False
vertical_hole_depth_col_5,24,660.0,12,69,False
vertical_hole_depth_col_5,25,1500.0,31,118,False
vertical_hole_depth_col_5,26,180.0,4,49,False
vertical_hole_depth_col_5,27,580.0,14,75,False
vertical_hole_depth_col_5,28,520.0,12,70,False
vertical_hole_depth_col_5,29,80.0,2,42,False
vertical_hole_depth_col_5,30,620.0,14,74,False
vertical_hole_depth_col_5,31,340.0,8,58,False
vertical_hole_depth_col_5,32,720.0,13,69,False
vertical_hole_depth_col_5,33,240.0,6,53,False
vertical_hole_depth_col_5,34,740.0,18,82,False
vertical_hole_depth_col_5,35,1180.0,24,100,False
vertical_hole_depth_col_5,36,1180.0,28,110,False
vertical_hole_depth_col_5,37,120.0,3,45,False
vertical_hole_depth_col_5,38,400.0,9,63,False
vertical_hole_depth_col_5,39,260.0,6,53,False
vertical_hole_depth_col_5,40,660.0,15,76,False
vertical_hole_depth_col_5,41,300.0,7,58,False
vertical_hole_depth_col_5,42,80.0,2,40,False
vertical_hole_depth_col_5,43,360.0,8,60,False
vertical_hole_depth_col_5,44,980.0,23,98,False
vertical_hole_depth_col_5,45,800.0,15,78,False
vertical_hole_depth_col_5,46,40.0,1,40,False
vertical_hole_depth_col_5,47,820.0,18,83,False
vertical_hole_depth_col_5,48,140.0,3,46,False
vertical_hole_depth_col_5,49,0.0,0,32,False
vertical_hole_depth_col_5,50,600.0,15,74,False
vertical_hole_depth_col_5,51,680.0,16,79,False
vertical_hole_depth_col_5,52,200.0,5,50,False
vertical_hole_depth_col_5,53,440.0,11,69,False
vertical_hole_depth_col_5,54,340.0,7,57,False
vertical_hole_depth_col_5,55,700.0,17,80,False
vertical_hole_depth_col_5,56,420.0,10,65,False
vertical_hole_depth_col_5,57,80.0,2,38,False
vertical_hole_depth_col_5,58,540.0,13,73,False
vertical_hole_depth_col_5,59,280.0,7,52,False
vertical_hole_depth_col_5,60,160.0,4,51,False
vertical_hole_depth_col_5,61,120.0,3,46,False
vertical_hole_depth_col_5,62,160.0,4,49,False
vertical_hole_depth_col_5,63,200.0,5,49,False
vertical_hole_depth_col_5,64,240.0,6,52,False
vertical_hole_depth_col_5,65,180.0,4,48,False
vertical_hole_depth_col_5,66,360.0,8,60,False
vertical_hole_depth_col_5,67,240.0,6,54,False
vertical_hole_depth_col_5,68,480.0,12,69,False
vertical_hole_depth_col_5,69,140.0,3,46,False
vertical_hole_depth_col_5,70,700.0,17,81,False
vertical_hole_depth_col_5,71,560.0,12,70,False
vertical_hole_depth_col_5,72,820.0,15,80,False
vertical_hole_depth_col_5,73,1400.0,32,119,False
vertical_hole_depth_col_5,74,1100.0,21,90,False
vertical_hole_depth_col_5,75,80.0,2,43,False
vertical_hole_depth_col_5,76,580.0,14,73,False
vertical_hole_depth_col_5,77,40.0,1,40,False
vertical_hole_depth_col_5,78,220.0,5,51,False
vertical_hole_depth_col_5,79,460.0,10,64,False
vertical_hole_depth_col_5,80,120.0,3,47,False
vertical_hole_depth_col_5,81,80.0,2,44,False
vertical_hole_depth_col_5,82,640.0,15,79,False
vertical_hole_depth_col_5,83,40.0,1,40,False
vertical_hole_depth_col_5,84,460.0,7,54,False
vertical_hole_depth_col_5,85,0.0,0,35,False
vertical_hole_depth_col_5,86,1260.0,30,113,False
vertical_hole_depth_col_5,87,860.0,16,80,False
vertical_hole_depth_col_5,88,40.0,1,39,False
vertical_hole_depth_col_5,89,800.0,15,75,False
vertical_hole_depth_col_5,90,1000.0,24,100,False
vertical_hole_depth_col_5,91,500.0,12,68,False
vertical_hole_depth_col_5,92,0.0,0,37,False
vertical_hole_depth_col_5,93,120.0,3,46,False
vertical_hole_depth_col_5,94,1020.0,23,99,False
vertical_hole_depth_col_5,95,0.0,0,39,False
vertical_hole_depth_col_5,96,560.0,13,73,False
vertical_hole_depth_col_5,97,260.0,6,54,False
vertical_hole_depth_col_5,98,260.0,6,52,False
vertical_hole_depth_col_5,99,600.0,10,60,False
vertical_hole_depth_col_6,0,120.0,3,47,False
vertical_hole_depth_col_6,1,640.0,15,77,False
vertical_hole_depth_col_6,2,0.0,0,37,False
vertical_hole_depth_col_6,3,680.0,17,81,False
vertical_hole_depth_col_6,4,240.0,6,54,False
vertical_hole_depth_col_6,5,660.0,11,66,False
vertical_hole_depth_col_6,6,580.0,14,73,False
vertical_hole_depth_col_6,7,200.0,4,48,False
vertical_hole_depth_col_6,8,140.0,3,48,False
vertical_hole_depth_col_6,9,120.0,3,45,False
vertical_hole_depth_col_6,10,420.0,9,60,False
vertical_hole_depth_col_6,11,40.0,1,35,False
vertical_hole_depth_col_6,12,960.0,22,95,False
vertical_hole_depth_col_6,13,380.0,9,61,False
vertical_hole_depth_col_6,14,300.0,7,56,False
vertical_hole_depth_col_6,15,180.0,4,48,False
vertical_hole_depth_col_6,16,1220.0,20,90,False
vertical_hole_depth_col_6,17,80.0,2,42,False
vertical_hole_depth_col_6,18,40.0,1,38,False
vertical_hole_depth_col_6,19,660.0,16,77,False
vertical_hole_depth_col_6,20,440.0,6,55,False
vertical_hole_depth_col_6,21,1640.0,33,123,False
vertical_hole_depth_col_6,22,600.0,14,73,False
vertical_hole_depth_col_6,23,560.0,12,69,False
vertical_hole_depth_col_6,24,820.0,19,88,False
vertical_hole_depth_col_6,25,1560.0,35,127,False
vertical_hole_depth_col_6,26,0.0,0,37,False
vertical_hole_depth_col_6,27,800.0,19,88,False
vertical_hole_depth_col_6,28,80.0,2,44,False
vertical_hole_depth_col_6,29,440.0,10,63,False
vertical_hole_depth_col_6,30,80.0,2,41,False
vertical_hole_depth_col_6,31,220.0,5,48,False
vertical_hole_depth_col_6,32,800.0,20,91,False
vertical_hole_depth_col_6,33,660.0,16,81,False
vertical_hole_depth_col_6,34,80.0,2,42,False
vertical_hole_depth_col_6,35,500.0,11,66,False
vertical_hole_depth_col_6,36,160.0,4,51,False
vertical_hole_depth_col_6,37,420.0,10,64,False
vertical_hole_depth_col_6,38,1480.0,27,106,False
vertical_hole_depth_col_6,39,380.0,9,61,False
vertical_hole_depth_col_6,40,40.0,1,38,False
vertical_hole_depth_col_6,41,1000.0,23,100,False
vertical_hole_depth_col_6,42,540.0,9,62,False
vertical_hole_depth_col_6,43,680.0,15,76,False
vertical_hole_depth_col_6,44,400.0,9,59,False
vertical_hole_depth_col_6,45,1300.0,22,93,False
vertical_hole_depth_col_6,46,40.0,1,37,False
vertical_hole_depth_col_6,47,80.0,2,44,False
vertical_hole_depth_col_6,48,0.0,0,38,False
vertical_hole_depth_col_6,49,0.0,0,36,False
vertical_hole_depth_col_6,50,40.0,1,35,False
vertical_hole_depth_col_6,51,880.0,21,92,False
vertical_hole_depth_col_6,52,40.0,1,40,False
vertical_hole_depth_col_6,53,140.0,3,44,False
vertical_hole_depth_col_6,54,280.0,6,54,False
vertical_hole_depth_col_6,55,620.0,13,71,False
vertical_hole_depth_col_6,56,200.0,5,52,False
vertical_hole_depth_col_6,57,140.0,3,46,False
vertical_hole_depth_col_6,58,880.0,21,92,False
vertical_hole_depth_col_6,59,1660.0,34,125,False
vertical_hole_depth_col_6,60,820.0,16,80,False
vertical_hole_depth_col_6,61,220.0,5,51,False
vertical_hole_depth_col_6,62,640.0,15,77,False
vertical_hole_depth_col_6,63,1100.0,17,80,False
vertical_hole_depth_col_6,64,280.0,7,55,False
vertical_hole_depth_col_6,65,140.0,3,47,False
vertical_hole_depth_col_6,66,880.0,17,82,False
vertical_hole_depth_col_6,67,540.0,13,72,False
vertical_hole_depth_col_6,68,1080.0,21,90,False
vertical_hole_depth_col_6,69,440.0,11,67,False
vertical_hole_depth_col_6,70,300.0,7,59,False
vertical_hole_depth_col_6,71,400.0,10,63,False
vertical_hole_depth_col_6,72,560.0,9,61,False
vertical_hole_depth_col_6,73,40.0,1,39,False
vertical_hole_depth_col_6,74,80.0,2,43,False
vertical_hole_depth_col_6,75,260.0,6,55,False
vertical_hole_depth_col_6,76,220.0,5,52,False
vertical_hole_depth_col_6,77,500.0,8,56,False
vertical_hole_depth_col_6,78,2240.0,29,113,False
vertical_hole_depth_col_6,79,1780.0,34,125,False
vertical_hole_depth_col_6,80,240.0,6,53,False
vertical_hole_depth_col_6,81,80.0,2,45,False
vertical_hole_depth_col_6,82,160.0,4,50,False
vertical_hole_depth_col_6,83,2000.0,37,130,False
vertical_hole_depth_col_6,84,200.0,4,47,False
vertical_hole_depth_col_6,85,100.0,2,43,False
vertical_hole_depth_col_6,86,620.0,14,74,False
vertical_hole_depth_col_6,87,240.0,6,51,False
vertical_hole_depth_col_6,88,460.0,11,69,False
vertical_hole_depth_col_6,89,420.0,10,64,False
vertical_hole_depth_col_6,90,640.0,15,77,False
vertical_hole_depth_col_6,91,380.0,9,60,False
vertical_hole_depth_col_6,92,860.0,20,87,False
vertical_hole_depth_col_6,93,1680.0,16,76,False
vertical_hole_depth_col_6,94,1520.0,31,118,False
vertical_hole_depth_col_6,95,200.0,5,48,False
vertical_hole_depth_col_6,96,0.0,0,36,False
vertical_hole_depth_col_6,97,280.0,7,56,False
vertical_hole_depth_col_6,98,80.0,2,46,False
vertical_hole_depth_col_6,99,980.0,19,85,False
vertical_hole_depth_col_7,0,780.0,19,90,False
vertical_hole_depth_col_7,1,680.0,12,71,False
vertical_hole_depth_col_7,2,260.0,6,54,False
vertical_hole_depth_col_7,3,840.0,20,91,False
vertical_hole_depth_col_7,4,700.0,16,76,False
vertical_hole_depth_col_7,5,660.0,16,78,False
vertical_hole_depth_col_7,6,180.0,4,50,False
vertical_hole_depth_col_7,7,680.0,15,75,False
vertical_hole_depth_col_7,8,960.0,19,87,False
vertical_hole_depth_col_7,9,1740.0,33,121,False
vertical_hole_depth_col_7,10,1360.0,28,109,False
vertical_hole_depth_col_7,11,380.0,9,62,False
vertical_hole_depth_col_7,12,2740.0,32,117,False
vertical_hole_depth_col_7,13,280.0,7,57,False
vertical_hole_depth_col_7,14,40.0,1,37,False
vertical_hole_depth_col_7,15,80.0,2,46,False
vertical_hole_depth_col_7,16,380.0,8,58,False
vertical_hole_depth_col_7,17,840.0,19,84,False
vertical_hole_depth_col_7,18,320.0,7,56,False
vertical_hole_depth_col_7,19,960.0,19,80,False
vertical_hole_depth_col_7,20,520.0,13,71,False
vertical_hole_depth_col_7,21,120.0,3,44,False
vertical_hole_depth_col_7,22,0.0,0,35,False
vertical_hole_depth_col_7,23,220.0,5,52,False
vertical_hole_depth_col_7,24,720.0,17,81,False
vertical_hole_depth_col_7,25,360.0,9,61,False
vertical_hole_depth_col_7,26,620.0,15,77,False
vertical_hole_depth_col_7,27,4300.0,70,216,False
vertical_hole_depth_col_7,28,0.0,0,40,False
vertical_hole_depth_col_7,29,440.0,10,63,False
vertical_hole_depth_col_7,30,0.0,0,37,False
vertical_hole_depth_col_7,31,160.0,4,50,False
vertical_hole_depth_col_7,32,820.0,19,88,False
vertical_hole_depth_col_7,33,1280.0,31,116,False
vertical_hole_depth_col_7,34,300.0,7,54,False
vertical_hole_depth_col_7,35,220.0,5,53,False
vertical_hole_depth_col_7,36,200.0,5,50,False
vertical_hole_depth_col_7,37,180.0,4,49,False
vertical_hole_depth_col_7,38,620.0,14,75,False
vertical_hole_depth_col_7,39,200.0,5,51,False
vertical_hole_depth_col_7,40,280.0,6,56,False
vertical_hole_depth_col_7,41,2700.0,54,174,False
vertical_hole_depth_col_7,42,120.0,3,49,False
vertical_hole_depth_col_7,43,540.0,12,70,False
vertical_hole_depth_col_7,44,660.0,11,68,False
vertical_hole_depth_col_7,45,1360.0,28,110,False
vertical_hole_depth_col_7,46,240.0,6,52,False
vertical_hole_depth_col_7,47,120.0,3,45,False
vertical_hole_depth_col_7,48,40.0,1,35,False
vertical_hole_depth_col_7,49,2380.0,32,114,False
vertical_hole_depth_col_7,50,420.0,6,52,False
vertical_hole_depth_col_7,51,100.0,2,43,False
vertical_hole_depth_col_7,52,160.0,4,47,False
vertical_hole_depth_col_7,53,140.0,3,40,False
vertical_hole_depth_col_7,54,40.0,1,33,False
vertical_hole_depth_col_7,55,300.0,7,59,False
vertical_hole_depth_col_7,56,1600.0,29,111,False
vertical_hole_depth_col_7,57,220.0,5,53,False
vertical_hole_depth_col_7,58,240.0,6,55,False
vertical_hole_depth_col_7,59,1000.0,20,91,False
vertical_hole_depth_col_7,60,220.0,5,51,False
vertical_hole_depth_col_7,61,560.0,12,71,False
vertical_hole_depth_col_7,62,1640.0,14,71,False
vertical_hole_depth_col_7,63,200.0,5,52,False
vertical_hole_depth_col_7,64,0.0,0,39,False
vertical_hole_depth_col_7,65,420.0,9,60,False
vertical_hole_depth_col_7,66,340.0,8,59,False
vertical_hole_depth_col_7,67,740.0,13,72,False
vertical_hole_depth_col_7,68,520.0,11,67,False
vertical_hole_depth_col_7,69,0.0,0,36,False
vertical_hole_depth_col_7,70,2420.0,25,101,False
vertical_hole_depth_col_7,71,80.0,2,40,False
vertical_hole_depth_col_7,72,480.0,11,68,False
vertical_hole_depth_col_7,73,0.0,0,38,False
vertical_hole_depth_col_7,74,80.0,2,40,False
vertical_hole_depth_col_7,75,960.0,18,82,False
vertical_hole_depth_col_7,76,1040.0,21,90,False
vertical_hole_depth_col_7,77,120.0,3,47,False
vertical_hole_depth_col_7,78,660.0,11,68,False
vertical_hole_depth_col_7,79,1440.0,10,65,False
vertical_hole_depth_col_7,80,260.0,6,55,False
vertical_hole_depth_col_7,81,400.0,10,63,False
vertical_hole_depth_col_7,82,360.0,9,61,False
vertical_hole_depth_col_7,83,280.0,7,53,False
vertical_hole_depth_col_7,84,500.0,12,69,False
vertical_hole_depth_col_7,85,1340.0,32,116,False
vertical_hole_depth_col_7,86,780.0,14,72,False
vertical_hole_depth_col_7,87,360.0,9,62,False
vertical_hole_depth_col_7,88,140.0,3,49,False
vertical_hole_depth_col_7,89,420.0,10,67,False
vertical_hole_depth_col_7,90,880.0,21,91,False
vertical_hole_depth_col_7,91,80.0,2,42,False
vertical_hole_depth_col_7,92,300.0,7,53,False
vertical_hole_depth_col_7,93,760.0,14,73,False
vertical_hole_depth_col_7,94,1200.0,29,111,False
vertical_hole_depth_col_7,95,160.0,4,45,False
vertical_hole_depth_col_7,96,420.0,10,64,False
vertical_hole_depth_col_7,97,380.0,5,52,False
vertical_hole_depth_col_7,98,480.0,11,63,False
vertical_hole_depth_col_7,99,160.0,4,49,False
vertical_hole_depth_col_8,0,2460.0,26,105,False
vertical_hole_depth_col_8,1,180.0,4,48,False
vertical_hole_depth_col_8,2,500.0,12,70,False
vertical_hole_depth_col_8,3,740.0,17,80,False
vertical_hole_depth_col_8,4,1540.0,12,69,False
vertical_hole_depth_col_8,5,500.0,12,69,False
